DoF;Unit;Mean_Absolute_Error;RMSE;Max_Absolute_Error;N_Samples;Window_Start_Sec;Window_End_Sec
longitudinal;mm;0.13315178259323712;0.16484654815999628;0.3543582330649224;88;105.602;115.1785
lateral;mm;0.09143347015274066;0.12434130233818248;0.2;88;105.602;115.1785
vertical;mm;0.0513819191945565;0.06790302665178145;0.16448179966337673;88;105.602;115.1785
roll;deg;0.038286957228492895;0.05791172700437428;0.1250219109898549;88;105.602;115.1785
pitch;deg;0.06074236046905482;0.07321890263201145;0.2017020413464654;88;105.602;115.1785
yaw;deg;0.04369483563328346;0.08294059223014885;0.2509025462574268;88;105.602;115.1785
