Time_Sec;AE_longitudinal;State_longitudinal;AE_lateral;State_lateral;AE_vertical;State_vertical;AE_roll;State_roll;AE_pitch;State_pitch;AE_yaw;State_yaw
105.699;1.9493962000183275e-14;pass;0.0;pass;0.0;pass;0.0;pass;1.5902773407317584e-15;pass;0.0;pass
105.801;1.9493962000183275e-14;pass;0.0;pass;0.0;pass;0.0;pass;1.5902773407317584e-15;pass;0.0;pass
105.913;0.011014543304532947;pass;0.0;pass;0.0;pass;0.0;pass;1.5902773407317584e-15;pass;0.0;pass
106.015;0.03380443921144766;pass;0.0;pass;0.0;pass;0.0;pass;1.5902773407317584e-15;pass;0.0;pass
106.119;1.9493962000183275e-14;pass;0.0;pass;0.0;pass;0.0;pass;1.5902773407317584e-15;pass;0.0;pass
106.219;0.024751498009099277;pass;0.0;pass;0.0;pass;0.0;pass;1.5902773407317584e-15;pass;0.0;pass
106.334;0.1000000000000195;pass;0.0;pass;0.0;pass;0.0;pass;1.5902773407317584e-15;pass;0.0;pass
106.44;0.1000000000000195;pass;0.0;pass;0.0;pass;0.0;pass;1.5902773407317584e-15;pass;0.0;pass
106.555;0.1000000000000195;pass;0.0;pass;0.0;pass;0.0;pass;1.5902773407317584e-15;pass;0.0;pass
106.661;0.1000000000000195;pass;0.0;pass;0.0;pass;0.0;pass;1.5902773407317584e-15;pass;0.0;pass
106.771;0.1000000000000195;pass;0.0;pass;0.0;pass;0.0;pass;1.5902773407317584e-15;pass;0.0;pass
106.879;0.1000000000000195;pass;0.0;pass;0.0;pass;0.0;pass;1.5902773407317584e-15;pass;0.0;pass
106.992;0.1237500000000194;pass;0.0;pass;6.591949208711867e-19;pass;0.0;pass;1.5902773407317584e-15;pass;0.0;pass
107.102;0.24854681047552982;pass;0.0;pass;0.09520936209510211;pass;0.0;pass;0.09999999999999841;pass;0.1;pass
107.212;0.3266060224505507;pass;0.0;pass;0.034732329591578195;pass;0.0;pass;0.09999999999999841;pass;0.06526767040842184;pass
107.324;0.34327077440503473;pass;0.0;pass;0.10000000000000005;pass;0.025432306398746215;pass;0.07456769360125219;pass;0.0;pass
107.425;0.34753858358004974;pass;0.0;pass;0.10000000000000006;pass;0.07987885835800304;pass;0.02012114164199538;pass;0.0;pass
107.545;0.014365605701235573;pass;0.0;pass;0.10000000000000009;pass;0.012394267616875813;pass;0.0876057323831226;pass;0.012394267616875813;pass
107.662;0.16774841948255936;pass;0.0;pass;0.07641693008623691;pass;0.07641693008623682;pass;1.5902773407317584e-15;pass;0.07641693008623682;pass
107.771;0.15303605651646368;pass;0.0;pass;0.00592267608608078;pass;0.0;pass;0.005922676086079085;pass;0.0;pass
107.881;0.13778100497025036;pass;0.0;pass;0.08620316583829489;pass;0.0;pass;0.08620316583829317;pass;0.0;pass
107.989;0.10924543805352549;pass;0.0;pass;0.10000000000000014;pass;0.0;pass;0.09999999999999841;pass;0.0;pass
