DoF;Unit;Mean_Absolute_Error;RMSE;Max_Absolute_Error;N_Samples;Window_Start_Sec;Window_End_Sec
longitudinal;mm;0.14162480491020465;0.18766545495451256;0.5303058066541615;88;159.988;169.45
lateral;mm;0.07389085737895756;0.10365498633647476;0.2;88;159.988;169.45
vertical;mm;0.09312339597547524;0.12048246677639741;0.22537014995010357;88;159.988;169.45
roll;deg;0.06507875207363539;0.07716866118572353;0.1256513826088113;88;159.988;169.45
pitch;deg;0.06458141618441153;0.08499104255477734;0.215211832150088;88;159.988;169.45
yaw;deg;0.07684461253686241;0.11306292642532881;0.28501555282472524;88;159.988;169.45
