Time_Sec;AE_longitudinal;State_longitudinal;AE_lateral;State_lateral;AE_vertical;State_vertical;AE_roll;State_roll;AE_pitch;State_pitch;AE_yaw;State_yaw
313.665;1.9493962000183275e-14;pass;0.0;pass;0.1;pass;0.0;pass;1.5902773407317584e-15;pass;0.1;pass
313.771;0.09999999999998051;pass;0.0;pass;0.1;pass;0.0;pass;1.5902773407317584e-15;pass;0.1;pass
313.886;0.09999999999998051;pass;0.0;pass;0.1;pass;0.0;pass;1.5902773407317584e-15;pass;0.1;pass
313.997;0.09999999999998051;pass;0.0;pass;0.1;pass;0.0;pass;1.5902773407317584e-15;pass;0.1;pass
314.106;0.03694265477988465;pass;0.0;pass;0.1;pass;0.0;pass;1.5902773407317584e-15;pass;0.1;pass
314.22;1.9493962000183275e-14;pass;0.0;pass;0.1;pass;0.0;pass;1.5902773407317584e-15;pass;0.1;pass
314.325;1.9493962000183275e-14;pass;0.0;pass;0.05884666318526879;pass;0.0;pass;1.5902773407317584e-15;pass;0.1;pass
314.433;1.9493962000183275e-14;pass;0.0;pass;0.1;pass;0.007260245573252529;pass;1.5902773407317584e-15;pass;0.1;pass
314.548;1.9493962000183275e-14;pass;0.0;pass;0.1;pass;0.1;pass;1.5902773407317584e-15;pass;0.1;pass
314.66;1.9493962000183275e-14;pass;0.0;pass;0.1;pass;0.0;pass;1.5902773407317584e-15;pass;0.1;pass
314.771;1.9493962000183275e-14;pass;0.0;pass;0.1;pass;0.0;pass;1.5902773407317584e-15;pass;0.1;pass
314.879;1.9493962000183275e-14;pass;0.0;pass;0.1;pass;0.0;pass;1.5902773407317584e-15;pass;0.1;pass
314.988;0.0421219006956029;pass;0.0;pass;0.1;pass;0.0;pass;1.5902773407317584e-15;pass;0.009621900695583413;pass
315.088;0.10380582883897083;pass;0.0;pass;0.10000000000000002;pass;0.02698883423220975;pass;0.09999999999999841;pass;0.07301116576779025;pass
315.195;0.024362266104785535;pass;0.03698128898253902;pass;0.10000000000000003;pass;0.06301871101746098;pass;0.09999999999999841;pass;0.0;pass
315.325;0.10469205007594207;pass;0.04994867501265375;pass;0.10000000000000006;pass;0.0;pass;0.04994867501265216;pass;0.0;pass
315.426;0.07715869272323017;pass;0.0;pass;0.10000000000000007;pass;0.0;pass;1.5902773407317584e-15;pass;0.0;pass
315.529;0.038323009052614765;pass;0.0;pass;0.10000000000000009;pass;0.0;pass;0.027428834842104136;pass;0.027428834842105725;pass
315.641;0.06445990707196092;pass;0.0;pass;0.1000000000000001;pass;0.0;pass;0.08321501548800167;pass;0.08321501548800327;pass
315.745;0.13778730893630753;pass;0.0;pass;0.08244253821273459;pass;0.0;pass;1.5902773407317584e-15;pass;0.017557461787265524;pass
315.846;0.25475791557057104;pass;0.0;pass;0.006451583114110324;pass;0.0;pass;1.5902773407317584e-15;pass;0.09354841688588982;pass
315.952;0.018627422246225933;pass;0.0;pass;0.09847548444924918;pass;0.09847548444924904;pass;0.09847548444924745;pass;0.1;pass
316.053;0.3494581192635149;pass;0.0;pass;0.10000000000000016;pass;0.1;pass;0.09999999999999841;pass;0.1;pass
316.153;0.4079500127543483;pass;0.0;pass;0.10000000000000019;pass;0.1;pass;0.09999999999999841;pass;0.02528333545905491;pass
316.254;0.28989222767358847;pass;0.0;pass;0.1000000000000002;pass;0.03230603252479556;pass;0.09999999999999841;pass;0.0;pass
316.355;0.2128533603828524;pass;0.05209237708816667;pass;0.047907622911833536;pass;0.05209237708816667;pass;0.047907622911831746;pass;0.0;pass
316.455;0.16847076652969228;pass;0.07230884581620908;pass;0.027691154183791134;pass;0.07230884581620908;pass;0.02769115418378933;pass;0.0;pass
