DoF;Unit;Mean_Absolute_Error;RMSE;Max_Absolute_Error;N_Samples;Window_Start_Sec;Window_End_Sec
longitudinal;mm;0.18107457195341853;0.22094385185141124;0.4897443075428143;198;313.661;335.1725
lateral;mm;0.1002171071030803;0.1337233716688668;0.3;198;313.661;335.1725
vertical;mm;0.06584010313002926;0.07623868593775085;0.14575671039913596;198;313.661;335.1725
roll;deg;0.08282058610596169;0.12952169643077874;0.36990187510124684;198;313.661;335.1725
pitch;deg;0.10772267881666782;0.12890091640339843;0.2806766044175699;198;313.661;335.1725
yaw;deg;0.25845348050109673;0.3889884904941435;0.9684805125992225;198;313.661;335.1725
