Time_Sec;AE_longitudinal;State_longitudinal;AE_lateral;State_lateral;AE_vertical;State_vertical;AE_roll;State_roll;AE_pitch;State_pitch;AE_yaw;State_yaw
111.494;0.10000000000001961;pass;0.0;pass;0.0;pass;0.0;pass;1.5902773407317584e-15;pass;0.0;pass
111.605;0.10000000000001961;pass;0.0;pass;0.0;pass;0.0;pass;1.5902773407317584e-15;pass;0.0;pass
111.718;0.10000000000001961;pass;0.0;pass;0.0;pass;0.0;pass;1.5902773407317584e-15;pass;0.0;pass
111.819;0.10000000000001961;pass;0.0;pass;0.0;pass;0.0;pass;1.5902773407317584e-15;pass;0.0;pass
111.936;0.10000000000001961;pass;0.0;pass;0.0;pass;0.0;pass;1.5902773407317584e-15;pass;0.0;pass
112.051;0.10000000000001961;pass;0.0;pass;0.0;pass;0.0;pass;1.5902773407317584e-15;pass;0.0;pass
112.162;0.10000000000001961;pass;0.0;pass;0.0;pass;0.0;pass;1.5902773407317584e-15;pass;0.0;pass
112.273;0.10000000000001961;pass;0.0;pass;0.0;pass;0.0;pass;1.5902773407317584e-15;pass;0.0;pass
112.382;0.10000000000001961;pass;0.0;pass;0.0;pass;0.0;pass;1.5902773407317584e-15;pass;0.0;pass
112.493;0.10000000000001961;pass;0.0;pass;0.0;pass;0.0;pass;1.5902773407317584e-15;pass;0.0;pass
112.603;0.10000000000001961;pass;0.0;pass;0.0;pass;0.0;pass;1.5902773407317584e-15;pass;0.0;pass
112.717;0.10000000000001961;pass;0.0;pass;0.0;pass;0.0;pass;1.5902773407317584e-15;pass;0.0;pass
112.832;0.10000000000001961;pass;0.0;pass;0.0;pass;0.0;pass;1.5902773407317584e-15;pass;0.0;pass
112.938;0.1900000000000196;pass;0.0;pass;2.498001805406602e-18;pass;0.0;pass;1.5902773407317584e-15;pass;0.0;pass
113.053;0.6912500000000197;watch;0.0;pass;1.6410484082740597e-17;pass;0.0;pass;1.5902773407317584e-15;pass;0.0;pass
113.161;0.9660983086811528;watch;0.07630056377295558;pass;3.039235529911366e-17;pass;0.0;pass;0.07630056377295398;pass;0.0;pass
113.263;1.2813437102922536;act;0.1;pass;5.1555981706030705e-17;pass;0.0;pass;0.09999999999999841;pass;0.0;pass
113.388;1.1405769990580559;act;0.1;pass;6.553785292240376e-17;pass;0.0;pass;0.09999999999999841;pass;0.0;pass
113.5;1.0612717177087003;act;0.1;pass;7.976258542541357e-17;pass;0.0;pass;0.09999999999999841;pass;0.02249565645826379;pass
113.613;0.9514097605491392;watch;0.1;pass;0.02966752993135994;pass;0.0;pass;0.09999999999999841;pass;0.1;pass
113.713;1.106592947439763;act;0.1;pass;0.0999999999999999;pass;0.0;pass;0.09999999999999841;pass;0.09308470677710622;pass
113.814;1.0959786579051465;act;0.1;pass;0.09999999999999988;pass;0.0;pass;0.09999999999999841;pass;0.01817552255787525;pass
113.928;1.0765812693205499;act;0.1;pass;0.03213854488675499;pass;0.0;pass;0.09999999999999841;pass;0.06786145511324487;pass
114.036;1.0791018347388563;act;0.1;pass;1.5796391972244806e-16;pass;0.0;pass;0.09999999999999841;pass;0.1;pass
114.138;1.1205033017596673;act;0.1;pass;1.7218865222545788e-16;pass;0.0;pass;0.09999999999999841;pass;0.1;pass
114.238;1.119890406607376;act;0.1782719186785286;pass;1.8627460685038951e-16;pass;0.0;pass;0.09999999999999841;pass;0.1;pass
114.339;1.0643170788816692;act;0.2;pass;2.0049933935339936e-16;pass;0.0;pass;0.09999999999999841;pass;0.04257088486020624;pass
114.44;1.0341670196245447;act;0.2;pass;2.1468937738688963e-16;pass;0.0;pass;0.09999999999999841;pass;0.0;pass
114.54;1.0467569833566142;act;0.2;pass;2.286365541337432e-16;pass;0.0;pass;0.09999999999999841;pass;0.0;pass
114.64;1.0606969726072561;act;0.1857411621012061;pass;2.4275720322819443e-16;pass;0.014258837898793937;pass;0.09999999999999841;pass;0.0;pass
114.744;1.075440614442103;act;0.10382343574034698;pass;2.568084633836065e-16;pass;0.09617656425965303;pass;0.09999999999999841;pass;0.0;pass
114.844;0.9875504820603567;watch;0.1285332529899441;pass;2.7085972353901864e-16;pass;0.0;pass;0.0714667470100543;pass;0.0;pass
114.946;0.6967851649454406;watch;0.2;pass;0.025803708763644715;pass;0.0;pass;0.025803708763643404;pass;0.0;pass
115.047;0.21835335679451617;pass;0.2;pass;0.09341508685515991;pass;0.0;pass;0.06186835661432351;pass;0.0029003787029493852;pass
115.15;0.49373321562754846;pass;0.2;pass;0.06893124423820371;pass;0.0;pass;0.0877812027496764;pass;0.07985462291651546;pass
115.262;0.5172235673208565;watch;0.11359508682762413;pass;0.046496580966405805;pass;0.0;pass;0.15185053456066924;pass;0.01359508682762413;pass
115.374;0.5167630715937044;watch;0.17591480240781518;pass;0.026193663475969603;pass;0.0;pass;0.21327477700404934;pass;0.07591480240781516;pass
115.485;0.9116499823831061;watch;0.12059404871647188;pass;2.7185481970407044e-05;pass;0.0;pass;0.3347072193426419;pass;0.1;pass
115.585;0.8678425033993005;watch;0.1;pass;0.03423925024904241;pass;0.0;pass;0.31894233429241536;pass;0.1;pass
115.692;0.7297187014429438;watch;0.0847435485270218;pass;0.07233429266189781;pass;0.0;pass;0.27372826701641895;pass;0.1;pass
