Time_Sec;lateral;longitudinal;vertical;pitch;yaw;roll;rmse3d;rmse_temp
103.51565110462693;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.6527760028839111;0.1309375
103.55304918716132;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.6939396262168884;0.12764937400817872
103.65540183409755;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.6822627782821655;0.12903011322021485
103.7341346394331;0.0;-0.1;-0.0;0.0;0.0;-0.0;0.6539707779884338;0.12109338760375976
103.80893080450187;0.0;-0.1;-0.1;0.0;0.0;-0.0;0.6642441153526306;0.11543423652648926
103.85223384743644;0.0;-0.1;-0.1;0.0;0.0;-0.0;0.7023440599441528;0.1166387939453125
103.90734681117132;0.0;-0.1;-0.1;0.0;0.0;-0.0;0.6857196092605591;0.12037665367126466
103.93883993330554;0.0;-0.1;-0.1;0.0;0.0;-0.0;0.6437261700630188;0.11338541984558105
104.03824010004168;0.0;-0.1;-0.1;0.0;0.0;-0.0;0.6474084258079529;0.11578073501586914
104.1061471446436;0.0;-0.1;-0.1;0.0;0.0;-0.0;0.6867797374725342;0.11507097244262696
104.20259483117965;0.0;-0.1;-0.1;0.0;0.0;-0.0;0.704730749130249;0.1244948673248291
104.26853355564819;0.0;-0.1;-0.1;0.0;0.0;-0.0;0.6526776552200317;0.12894329071044922
104.3019949979158;0.0;-0.1;-0.1;0.0;0.0;-0.0;0.6712947487831116;0.13843094825744628
104.43091996665277;0.0;-0.1;-0.1;0.0;0.0;-0.0;0.6477128267288208;0.14463242530822754
104.49587453105461;0.0;-0.1;-0.1;0.0;0.0;-0.0;0.6666380167007446;0.1452644920349121
104.5322884535223;0.0;-0.1;-0.1;0.0;0.0;-0.0;0.671572744846344;0.14135662078857422
104.65924510212588;0.0;-0.1;-0.1;0.0;0.0;-0.0;0.6654788255691528;0.13184361457824706
104.75667694872864;0.0;-0.1;-0.1;0.0;0.0;-0.0;0.673721432685852;0.12466531753540039
104.86198207586494;0.0;-0.1;-0.1;0.0;0.0;-0.0;0.6581606864929199;0.12027248382568359
104.95449312213422;0.0;-0.1;-0.1;0.0;0.0;-0.0;0.6619529724121094;0.11845339775085449
105.01747936640267;0.0;-0.1;-0.1;0.0;0.0;-0.0;0.6691340804100037;0.11567465782165527
105.08440225093788;0.0;-0.1;-0.1;0.0;0.0;-0.0;0.674311101436615;0.11842357635498046
105.14935681533973;0.0;-0.1;-0.1;0.0;0.0;-0.0;0.6819297671318054;0.12036699295043946
105.25170946227595;0.0;-0.1;-0.1;0.0;0.0;-0.0;0.6804381012916565;0.13058635711669922
105.32453730721134;0.0;-0.1;-0.1;0.0;0.0;-0.0;0.688974142074585;0.12891322135925293
105.34717298874531;0.0;-0.1;-0.1;0.0;0.0;-0.0;0.6500523090362549;0.12217804908752442
105.44263651521467;0.0;-0.1;-0.1;0.0;0.0;-0.0;0.6614723205566406;0.11492939949035645
105.5440050020842;0.0;-0.1;-0.1;0.0;0.0;-0.0;0.6505736708641052;0.11818873405456543
105.60994372655273;0.0;-0.1;-0.1;0.0;0.0;-0.0;0.6478699445724487;0.11663214683532715
105.70934389328887;0.0;-0.1;-0.1;0.0;0.0;-0.0;0.6475615501403809;0.11589192390441895
105.80283909962485;0.0;-0.0;-0.1;0.0;0.0;-0.0;0.6719692349433899;0.11337327003479004
105.87468278449354;0.0;-0.0;-0.1;0.0;0.0;-0.0;0.6527320146560669;0.11330257415771484
105.90223926636098;0.0;-0.0;-0.1;0.0;0.0;-0.0;0.6880237460136414;0.11693901062011719
106.00065527303043;0.0;-0.0;-0.1;0.0;0.0;-0.0;0.6750224232673645;0.11351564407348633
106.09611879949979;0.0;-0.0;-0.1;0.0;0.0;-0.0;0.6696286201477051;0.11128883361816407
106.16402584410172;0.0;-0.0;-0.1;0.0;0.0;-0.0;0.7414056062698364;0.11410868644714356
106.22799624843685;0.0;-0.0;-0.1;0.0;0.0;-0.0;0.683832049369812;0.11509305000305176
106.29393497290538;0.0;-0.0;-0.1;0.0;0.0;-0.0;0.6708530783653259;0.11195756912231446
106.34707961650687;0.0;-0.0;-0.1;0.0;0.0;-0.0;0.677773654460907;0.11231172561645508
106.42285994164236;0.0;-0.0;-0.1;0.0;0.0;-0.0;0.6486921906471252;0.10785865783691406
106.45828970404335;0.0;-0.0;-0.1;0.0;0.0;-0.0;0.6629086136817932;0.11446372032165528
106.5557215506461;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.7034772038459778;0.11705902099609375
106.63347019591497;0.0;-0.1;-0.0;0.0;0.0;-0.0;0.6623961925506592;0.11504813194274903
106.7161396415173;-0.1;-0.6;-0.0;-0.1;-0.0;-0.0;0.730726420879364;0.1341749095916748
107.01434014172573;-0.0;-2.4;-0.1;-0.0;-0.0;0.0;0.8140223026275635;0.15674967765808107
107.07929470612756;-0.1;-2.7;-0.1;-0.0;-0.0;-0.0;0.8437969088554382;0.1570524787902832
107.23971279699875;-0.1;-3.5;-0.1;-0.1;0.1;-0.1;0.8173611760139465;0.16375709533691407
107.37060608586911;-0.1;-4.0;-0.1;-0.1;0.0;-0.0;0.8448851108551025;0.16399944305419922
107.46705377240517;-0.0;-4.5;-0.1;-0.1;0.1;-0.0;0.8526586890220642;0.15681177139282226
107.6018837015423;-0.1;-4.9;-0.1;0.0;0.1;-0.0;0.8267672061920166;0.15883655548095704
107.70325218841184;-0.1;-4.9;-0.1;0.0;0.1;-0.0;0.8839095830917358;0.16183916091918946
107.7987157148812;-0.1;-4.9;-0.1;0.0;0.0;-0.0;0.825838029384613;0.15880320549011231
107.86071779908295;-0.1;-5.0;-0.1;0.0;0.0;-0.0;0.8466275334358215;0.16292856216430665
107.92960900375157;-0.1;-5.0;-0.1;-0.0;0.0;-0.0;0.8274326324462891;0.16211013793945311
107.9591338057524;-0.1;-5.0;-0.1;0.0;0.0;-0.0;0.8428394794464111;0.16372920989990233
108.02704085035431;-0.1;-5.0;-0.1;0.0;0.0;-0.0;0.8316187262535095;0.1690688896179199
108.08609045435598;-0.1;-5.0;-0.1;0.0;0.0;-0.0;0.8281172513961792;0.16061235427856446
108.19434806169237;-0.1;-5.0;-0.1;0.0;0.0;-0.0;0.8355932235717773;0.16343273162841798
108.25142934556065;-0.1;-5.0;-0.1;0.0;0.0;-0.0;0.8412229418754578;0.16118417739868163
108.32032055022927;-0.0;-5.0;-0.1;-0.0;0.0;-0.0;0.8112667798995972;0.15622367858886718
108.3842909545644;-0.0;-5.0;-0.1;-0.0;0.0;-0.0;0.8172946572303772;0.15894120216369628
108.47877032096707;-0.0;-5.0;-0.1;-0.0;0.0;-0.0;0.8098176121711731;0.15600764274597168
108.5811229679033;-0.0;-5.0;-0.1;-0.0;0.0;-0.0;0.8265638947486877;0.15805145263671874
108.6145844101709;-0.0;-5.0;-0.1;-0.0;0.0;-0.0;0.8431196212768555;0.15518380165100099
108.71004793664027;-0.0;-5.0;-0.1;-0.0;0.0;-0.0;0.8202258348464966;0.15460956573486329
108.83897290537725;-0.0;-5.0;-0.1;-0.0;0.0;-0.0;0.8305805921554565;0.1543976879119873
108.91081659024594;-0.0;-5.0;-0.1;-0.0;0.0;-0.0;0.8449493050575256;0.15588500022888183
108.96888203418091;-0.0;-5.0;-0.1;-0.0;0.0;-0.0;0.8098087310791016;0.16090145111083984
