DoF;Unit;Mean_Absolute_Error;RMSE;Max_Absolute_Error;N_Samples;Window_Start_Sec;Window_End_Sec
longitudinal;mm;0.19186709299099905;0.24742970756915156;0.6438617138786986;198;335.7995;357.39250000000004
lateral;mm;0.18587677935192287;0.23335313037852756;0.4884529426865245;198;335.7995;357.39250000000004
vertical;mm;0.10026267644362481;0.12140652166104333;0.3065902929124662;198;335.7995;357.39250000000004
roll;deg;0.14146329687040304;0.24785636056793708;0.6731388213270479;198;335.7995;357.39250000000004
pitch;deg;0.07675872076020275;0.10041196856529158;0.2230452128262197;198;335.7995;357.39250000000004
yaw;deg;0.09696633909512872;0.1920313998150477;0.6311286200062283;198;335.7995;357.39250000000004
