DoF;Unit;Mean_Absolute_Error;RMSE;Max_Absolute_Error;N_Samples;Window_Start_Sec;Window_End_Sec
longitudinal;mm;0.18818852507234343;0.23872461527879998;0.5484960991425449;85;107.3265;116.547
lateral;mm;0.05093437564982469;0.06876277450866855;0.1;85;107.3265;116.547
vertical;mm;0.03078071748908301;0.04569896101010564;0.10000000000000026;85;107.3265;116.547
roll;deg;0.0138512684916815;0.035149447095529744;0.09739920790113012;85;107.3265;116.547
pitch;deg;0.05096034401734586;0.06261885969204874;0.11528037575688899;85;107.3265;116.547
yaw;deg;0.06303221523404179;0.11640154634405135;0.28501555282472524;85;107.3265;116.547
