Time_Sec;True_Lateral;True_Longitudinal;True_Vertical;True_Pitch;True_Yaw;True_Roll
99.329;0.0;1.9493962000183275e-14;-0.0;1.5902773407317584e-15;-0.0;-0.0
99.442;0.0;1.9493962000183275e-14;-0.0;1.5902773407317584e-15;-0.0;-0.0
99.561;0.0;1.9493962000183275e-14;-0.0;1.5902773407317584e-15;-0.0;-0.0
99.663;0.0;1.9493962000183275e-14;-0.0;1.5902773407317584e-15;-0.0;-0.0
99.772;0.0;1.9493962000183275e-14;-0.0;1.5902773407317584e-15;-0.0;-0.0
99.882;0.0;1.9493962000183275e-14;-0.0;1.5902773407317584e-15;-0.0;-0.0
99.995;0.0;1.9493962000183275e-14;-0.0;1.5902773407317584e-15;-0.0;-0.0
100.106;0.0;1.9493962000183275e-14;-0.0;1.5902773407317584e-15;-0.0;-0.0
100.218;0.0;1.9493962000183275e-14;-0.0;1.5902773407317584e-15;-0.0;-0.0
100.328;0.0;1.9493962000183275e-14;-0.0;1.5902773407317584e-15;-0.0;-0.0
100.429;0.0;1.9493962000183275e-14;-0.0;1.5902773407317584e-15;-0.0;-0.0
100.54;0.0;1.9493962000183275e-14;-0.0;1.5902773407317584e-15;-0.0;-0.0
100.651;0.0;1.9493962000183275e-14;-0.0;1.5902773407317584e-15;-0.0;-0.0
100.758;0.0;1.9493962000183275e-14;-0.0;1.5902773407317584e-15;-0.0;-0.0
100.858;0.0;1.9493962000183275e-14;-0.0;1.5902773407317584e-15;-0.0;-0.0
100.965;0.0;1.9493962000183275e-14;-0.0;1.5902773407317584e-15;-0.0;-0.0
101.065;0.0;1.9493962000183275e-14;-0.0;1.5902773407317584e-15;-0.0;-0.0
101.175;0.0;1.9493962000183275e-14;-0.0;1.5902773407317584e-15;-0.0;-0.0
101.276;0.0;1.9493962000183275e-14;-0.0;1.5902773407317584e-15;-0.0;-0.0
101.376;0.0;1.9493962000183275e-14;-0.0;1.5902773407317584e-15;-0.0;-0.0
101.476;0.0;1.9493962000183275e-14;-0.0;1.5902773407317584e-15;-0.0;-0.0
101.577;0.0;1.9493962000183275e-14;-0.0;1.5902773407317584e-15;-0.0;-0.0
101.678;0.0;1.9493962000183275e-14;-0.0;1.5902773407317584e-15;-0.0;-0.0
101.789;0.0;1.9493962000183275e-14;-0.0;1.5902773407317584e-15;-0.0;-0.0
101.897;0.0;1.9493962000183275e-14;-0.0;1.5902773407317584e-15;-0.0;-0.0
102.002;0.0;1.9493962000183275e-14;-0.0;1.5902773407317584e-15;-0.0;-0.0
102.103;0.0;1.9493962000183275e-14;-0.0;1.5902773407317584e-15;-0.0;-0.0
102.204;0.0;-0.1199999999999805;-3.3306690738754695e-18;1.5902773407317584e-15;-0.0;-0.0
102.318;0.0;-0.6299999999999805;-1.7486012637846216e-17;1.5902773407317584e-15;-0.0;-0.0
102.426;0.0;-1.3899999999999804;-3.858025010572419e-17;1.5902773407317584e-15;-0.0;-0.0
102.536;0.0;-1.9012499999999806;-5.2770288139214475e-17;1.5902773407317584e-15;-0.0;-0.0
102.637;0.0;-2.4124999999999805;-6.696032617270476e-17;1.5902773407317584e-15;-0.0;-0.0
102.747;0.0;-2.9174999999999804;-8.097689185859735e-17;1.5902773407317584e-15;-0.0;-0.0
