DoF;Unit;Mean_Absolute_Error;RMSE;Max_Absolute_Error;N_Samples;Window_Start_Sec;Window_End_Sec
longitudinal;mm;0.4314197576408701;0.5485212134482013;1.0862912696027465;199;335.3965;357.1135
lateral;mm;0.17717614219931385;0.20441982344679158;0.3;199;335.3965;357.1135
vertical;mm;0.12591280378052494;0.16471795173659276;0.39668545552440904;199;335.3965;357.1135
roll;deg;0.1285997456387685;0.23433357092011406;0.5771266253825098;199;335.3965;357.1135
pitch;deg;0.10337146774161317;0.12140516553804574;0.2576860054270096;199;335.3965;357.1135
yaw;deg;0.15469849896912946;0.2538411805652669;0.6855814263616548;199;335.3965;357.1135
