DoF;Unit;Mean_Absolute_Error;RMSE;Max_Absolute_Error;N_Samples;Window_Start_Sec;Window_End_Sec
longitudinal;mm;0.13202559759748625;0.1693681153144719;0.5260812810425892;86;229.34949999999998;238.68
lateral;mm;0.09927203184682115;0.11078812168975381;0.2;86;229.34949999999998;238.68
vertical;mm;0.043293112988963066;0.06556572392189049;0.1642525385416404;86;229.34949999999998;238.68
roll;deg;0.014460862125521176;0.03469686676683662;0.09739920790113012;86;229.34949999999998;238.68
pitch;deg;0.04042262283424492;0.05432749495272235;0.136301291719505;86;229.34949999999998;238.68
yaw;deg;0.10144341356983373;0.2158215238488398;0.623451961246148;86;229.34949999999998;238.68
