Time_Sec;AE_longitudinal;State_longitudinal;AE_lateral;State_lateral;AE_vertical;State_vertical;AE_roll;State_roll;AE_pitch;State_pitch;AE_yaw;State_yaw
335.885;1.9609314172441827e-14;pass;0.0;pass;0.1;pass;0.1;pass;1.5902773407317584e-15;pass;0.0;pass
335.99;1.9609314172441827e-14;pass;0.0;pass;0.1;pass;0.1;pass;1.5902773407317584e-15;pass;0.0;pass
336.108;1.9609314172441827e-14;pass;0.0;pass;0.1;pass;0.047142471844211824;pass;1.5902773407317584e-15;pass;0.0;pass
336.216;0.06635353773263668;pass;0.0;pass;0.03364646226738294;pass;0.0;pass;1.5902773407317584e-15;pass;0.0;pass
336.328;0.10000000000001961;pass;0.0;pass;0.0;pass;0.0;pass;1.5902773407317584e-15;pass;0.0;pass
336.442;0.10000000000001961;pass;0.0;pass;0.01979416293926331;pass;0.01979416293926331;pass;1.5902773407317584e-15;pass;0.0;pass
336.55;0.10000000000001961;pass;0.0;pass;0.1;pass;0.04171127098650363;pass;1.5902773407317584e-15;pass;0.0;pass
336.664;0.10000000000001961;pass;0.0;pass;0.1;pass;0.1;pass;1.5902773407317584e-15;pass;0.0;pass
336.777;0.10000000000001961;pass;0.0;pass;0.1;pass;0.1;pass;1.5902773407317584e-15;pass;0.0;pass
336.883;0.10000000000001961;pass;0.0;pass;0.1;pass;0.1;pass;1.5902773407317584e-15;pass;0.0;pass
336.985;0.10000000000001961;pass;0.0;pass;0.1;pass;0.1;pass;1.5902773407317584e-15;pass;0.0;pass
337.092;0.10000000000001961;pass;0.0;pass;0.1;pass;0.1;pass;1.5902773407317584e-15;pass;0.0;pass
337.2;0.10000000000001961;pass;0.0;pass;0.1;pass;0.1;pass;1.5902773407317584e-15;pass;0.0;pass
337.302;0.11247441279467235;pass;0.0;pass;0.1;pass;0.06415813759821759;pass;1.5902773407317584e-15;pass;0.0;pass
337.402;0.22607212316904174;pass;0.0;pass;0.10000000000000002;pass;0.040535575366195585;pass;1.5902773407317584e-15;pass;0.040535575366195585;pass
337.503;0.23488989046408737;pass;0.0;pass;0.10000000000000003;pass;0.06072797809281354;pass;0.03927202190718488;pass;0.02145595618562707;pass
337.606;0.26782507853500226;pass;0.0;pass;0.07130417975583052;pass;0.0;pass;0.09999999999999841;pass;0.07130417975583048;pass
337.711;0.2377751834889914;pass;0.0;pass;0.012330535167892075;pass;0.012330535167892016;pass;0.09999999999999841;pass;0.0;pass
337.815;0.2838440725057616;pass;0.0;pass;0.09193399194380653;pass;0.09193399194380644;pass;0.09999999999999841;pass;0.0;pass
337.916;0.32311237485274713;pass;0.0;pass;0.1000000000000001;pass;0.0328103958087879;pass;0.09999999999999841;pass;0.0;pass
338.02;0.007584412283894615;pass;0.0;pass;0.1000000000000001;pass;0.0;pass;0.03751406871397758;pass;0.0;pass
338.127;0.03093994651080756;pass;0.0;pass;0.10000000000000012;pass;0.0;pass;0.06539001337230131;pass;0.0;pass
338.238;0.23779308256172982;pass;0.0;pass;0.10000000000000014;pass;0.0;pass;0.09999999999999841;pass;0.0;pass
338.343;0.18652612455986883;pass;0.0;pass;0.12149346886003783;pass;0.0;pass;0.09999999999999841;pass;0.0;pass
338.459;0.1952722115778398;pass;0.02371597355277249;pass;0.17628402644722768;pass;0.0;pass;0.07628402644722591;pass;0.0;pass
338.563;0.034159540325021;pass;0.1;pass;0.08944325672083381;pass;0.0;pass;1.5902773407317584e-15;pass;0.0;pass
338.677;0.07227603431569207;pass;0.07424132189476274;pass;1.9442780718748054e-16;pass;0.025758678105237274;pass;1.5902773407317584e-15;pass;0.0;pass
338.778;0.06428648961723926;pass;0.0;pass;2.086872341600099e-16;pass;0.0613841224043049;pass;1.5902773407317584e-15;pass;0.0;pass
338.878;0.35120782210108725;pass;0.0;pass;0.05907304447473316;pass;0.0;pass;1.5902773407317584e-15;pass;0.05907304447473293;pass
338.98;0.17193346627641404;pass;0.011915466694543258;pass;0.08808453330545699;pass;0.011915466694543258;pass;0.011915466694541667;pass;0.011915466694543258;pass
339.081;0.4081592749689804;pass;0.050131480359360055;pass;0.04986851964064021;pass;0.050131480359360055;pass;0.050131480359358466;pass;0.050131480359360055;pass
339.188;0.35385146833649905;pass;0.09061775226168006;pass;0.00938224773832021;pass;0.09061775226168006;pass;0.09061775226167847;pass;0.09061775226168006;pass
339.296;0.0017334938449309334;pass;0.04040831326938126;pass;2.796374243274613e-16;pass;0.1;pass;0.04040831326937967;pass;0.04040831326938126;pass
339.404;0.15391844804296362;pass;0.0;pass;0.041047364565294085;pass;0.05895263543470622;pass;1.5902773407317584e-15;pass;0.0;pass
