DoF;Unit;Mean_Absolute_Error;RMSE;Max_Absolute_Error;N_Samples;Window_Start_Sec;Window_End_Sec
longitudinal;mm;0.3840072451125159;0.430690828765676;0.6961544512827942;87;111.414;120.867
lateral;mm;0.12578755794657184;0.1539437960159155;0.3;87;111.414;120.867
vertical;mm;0.057459869573986966;0.076358860099532;0.17868600029100512;87;111.414;120.867
roll;deg;0.044438892391966085;0.08269929931693969;0.19739920790113008;87;111.414;120.867
pitch;deg;0.05313976510477153;0.06585720710032693;0.15105204378556358;87;111.414;120.867
yaw;deg;0.08279851182930549;0.13348416228024654;0.3850155528247252;87;111.414;120.867
