DoF;Unit;Mean_Absolute_Error;RMSE;Max_Absolute_Error;N_Samples;Window_Start_Sec;Window_End_Sec
longitudinal;mm;0.3664873498741039;0.4306954867616444;0.8700542291055768;86;117.9975;127.214
lateral;mm;0.09622109025031826;0.11272433691803027;0.2;86;117.9975;127.214
vertical;mm;0.06870449005161296;0.08184394291592124;0.20000000000000004;86;117.9975;127.214
roll;deg;0.06760204193279264;0.10000620345444997;0.2973992079011301;86;117.9975;127.214
pitch;deg;0.053166699469059116;0.06549104098626868;0.12840982596425032;86;117.9975;127.214
yaw;deg;0.04686643155408061;0.09571679309704127;0.311182689819956;86;117.9975;127.214
