DoF;Unit;Mean_Absolute_Error;RMSE;Max_Absolute_Error;N_Samples;Window_Start_Sec;Window_End_Sec
longitudinal;mm;0.1706101005402742;0.19874636956630204;0.4880786751549806;200;410.5175;432.16949999999997
lateral;mm;0.08529668341975415;0.10548347996332191;0.2;200;410.5175;432.16949999999997
vertical;mm;0.057524368371380745;0.07002152086955656;0.11314382408668999;200;410.5175;432.16949999999997
roll;deg;0.07310987399768568;0.12371901951042939;0.27712662538250976;200;410.5175;432.16949999999997
pitch;deg;0.06159749925252258;0.08503518423616001;0.19912065821696068;200;410.5175;432.16949999999997
yaw;deg;0.13864207905709258;0.3020239764773983;0.7992608471124234;200;410.5175;432.16949999999997
