Time_Sec
209.712
209.824
209.935
210.047
210.151
210.252
210.362
210.468
210.57
210.684
210.792
210.904
211.017
211.118
211.232
211.351
211.458
211.569
211.679
211.78
211.882
211.983
212.086
212.198
212.307
212.419
212.529
212.639
212.749
212.859
212.96
213.061
213.162
213.262
213.363
213.468
213.572
213.672
213.773
213.873
213.973
214.08
214.193
214.303
214.412
214.524
214.629
214.731
214.843
214.948
215.067
215.171
215.281
215.388
215.497
215.607
215.716
215.822
215.936
216.065
216.174
216.274
216.381
216.494
216.603
216.715
216.819
216.932
217.044
217.156
217.266
217.38
217.48
217.583
217.695
217.815
217.916
218.034
218.138
218.255
218.362
218.471
218.581
218.694
218.803
218.915
219.03
219.138
219.253
219.358
219.474
219.585
219.686
219.789
219.899
220.011
220.127
220.235
220.335
220.439
220.54
220.64
220.74
220.841
220.945
221.05
221.151
221.252
221.352
221.457
221.568
221.673
221.774
221.884
221.995
222.103
222.217
222.323
222.435
222.552
222.661
222.767
222.881
222.988
223.092
223.199
223.311
223.424
223.527
223.628
223.771
223.876
223.988
224.101
224.216
224.322
224.431
224.532
224.659
224.765
224.878
224.987
225.087
225.198
225.308
225.418
225.533
225.638
225.739
225.866
225.979
226.09
226.201
226.312
226.419
226.533
226.636
226.754
226.863
226.979
227.087
227.196
227.297
227.424
227.531
227.64
227.751
227.862
227.973
228.084
228.185
228.289
228.402
228.512
228.623
228.731
228.846
228.963
229.069
229.184
229.287
229.39
229.497
229.607
229.718
229.829
229.939
230.058
230.164
230.269
230.385
230.488
230.606
230.708
230.809
230.91
231.024
231.124
231.233
231.346
231.472
231.58
231.695
231.805
231.916
232.019
232.123
232.231
232.347
232.453
232.567
232.673
232.789
232.906
233.007
233.123
233.23
233.331
233.438
233.566
233.674
233.786
233.887
234.0
234.104
234.218
234.327
234.443
234.563
234.667
234.769
234.875
234.982
235.097
235.201
235.306
235.406
235.526
235.627
235.74
235.857
235.966
236.075
236.192
236.296
236.413
236.524
236.625
236.726
236.827
236.93
237.03
237.142
237.251
237.352
237.453
237.553
237.654
237.754
237.858
237.965
238.071
238.172
238.273
238.383
238.491
238.594
238.712
238.814
238.916
239.028
239.128
239.256
239.359
239.46
239.589
239.693
239.812
239.922
240.032
240.142
240.258
240.359
240.46
240.572
240.688
240.794
240.895
241.011
241.123
241.235
241.351
241.456
241.567
241.681
241.788
241.901
242.009
242.121
242.229
242.332
242.462
242.564
242.674
242.784
242.893
243.005
243.119
243.231
243.342
243.454
243.563
243.674
243.782
243.895
244.006
244.115
244.218
244.321
244.44
244.545
244.649
244.751
244.856
244.957
245.078
245.186
245.286
245.387
245.488
245.588
245.688
245.793
245.896
245.998
246.109
246.221
246.333
246.44
246.541
246.641
246.756
246.867
246.969
247.07
247.186
247.292
