Time_Sec
110.101
110.213
110.324
110.438
110.543
110.654
110.766
110.868
110.976
111.076
111.176
111.277
111.378
111.478
111.581
111.69
111.8
111.912
112.022
112.131
112.238
112.343
112.457
112.562
112.676
112.779
112.88
112.986
113.09
113.194
113.306
113.415
113.526
113.633
113.744
113.869
113.976
114.078
114.184
114.29
114.402
114.503
114.608
114.721
114.824
114.936
115.046
115.148
115.268
115.378
115.487
115.601
115.714
115.814
115.917
116.018
116.122
116.223
116.323
116.424
116.525
116.625
116.728
116.829
116.942
117.046
117.147
117.253
117.356
117.458
117.567
117.676
117.789
117.89
117.997
118.104
118.221
118.323
118.43
118.534
118.635
118.736
118.836
118.936
119.037
119.138
119.241
119.344
119.46
119.56
119.671
119.771
119.878
119.985
120.088
120.191
120.292
120.403
120.511
120.617
120.73
120.847
120.964
121.079
121.195
121.305
121.415
121.521
121.636
121.751
121.854
121.954
122.065
122.174
122.295
122.403
122.508
122.611
122.721
122.83
122.943
123.048
123.152
123.254
123.355
123.455
123.555
123.656
123.757
123.862
123.963
124.064
124.165
124.265
124.368
124.478
124.579
124.684
124.784
124.896
125.005
125.113
125.214
125.335
125.448
125.549
125.666
125.781
125.895
126.006
126.112
126.224
126.34
126.448
126.555
126.669
126.771
126.874
126.975
127.079
127.18
127.282
127.39
127.5
127.61
127.718
127.82
127.92
128.022
128.135
128.242
128.351
128.467
128.573
128.683
128.793
128.903
129.011
129.112
129.218
129.325
129.437
129.544
129.656
129.765
129.866
129.967
130.07
130.171
130.272
130.372
130.472
130.573
130.675
130.779
130.882
130.994
131.103
131.214
131.323
131.427
131.535
131.643
131.744
131.849
131.957
132.069
132.18
132.289
132.391
132.508
132.61
132.72
132.827
132.928
133.036
133.146
133.246
133.369
133.48
133.582
133.685
133.786
133.886
133.987
134.087
134.188
134.29
134.394
134.495
134.597
134.699
134.8
134.912
135.021
135.135
