DoF;Unit;Mean_Absolute_Error;RMSE;Max_Absolute_Error;N_Samples;Window_Start_Sec;Window_End_Sec
longitudinal;mm;0.1806070123589283;0.23735854335481535;0.6622664983354518;199;335.392;357.063
lateral;mm;0.17775186368763052;0.20513950829954652;0.3;199;335.392;357.063
vertical;mm;0.15969611018174085;0.19742339886754862;0.39350228297513157;199;335.392;357.063
roll;deg;0.13520897654058428;0.24208001082882263;0.6302742022367327;199;335.392;357.063
pitch;deg;0.10001068253392313;0.1174934442444015;0.25318595311669334;199;335.392;357.063
yaw;deg;0.14580476575808354;0.23610144375822;0.6104530515144933;199;335.392;357.063
