DoF;Unit;Mean_Absolute_Error;RMSE;Max_Absolute_Error;N_Samples;Window_Start_Sec;Window_End_Sec
longitudinal;mm;0.9362456441842536;1.0976653494111175;2.0756448591343104;199;335.85699999999997;357.401
lateral;mm;0.1837260001085959;0.23208190503120754;0.48086468445712216;199;335.85699999999997;357.401
vertical;mm;0.0933500716633093;0.11944465211928498;0.30788886244324054;199;335.85699999999997;357.401
roll;deg;0.13701952513616653;0.24374555151413033;0.6715250386788318;199;335.85699999999997;357.401
pitch;deg;0.15575310444195542;0.20752827903125748;0.5140335438714042;199;335.85699999999997;357.401
yaw;deg;0.10745547470398394;0.21206360436717403;0.6961066886907685;199;335.85699999999997;357.401
