Time_Sec
573.084
573.196
573.297
573.421
573.53
573.641
573.752
573.869
573.98
574.088
574.204
574.309
574.426
574.531
574.645
574.756
574.866
574.969
575.073
575.183
575.283
575.388
575.489
575.589
575.69
575.79
575.891
575.995
576.096
576.197
576.298
576.41
576.518
576.619
576.728
576.836
576.95
577.055
577.178
577.279
577.391
577.495
577.609
577.71
577.817
577.917
578.039
578.15
578.255
578.357
578.457
578.558
578.658
578.759
578.86
578.962
579.063
579.175
579.276
579.379
579.484
579.591
579.693
579.796
579.896
580.001
580.102
580.202
580.302
580.405
580.507
580.607
580.711
580.812
580.92
581.02
581.121
581.236
581.342
581.455
581.565
581.665
581.789
581.897
582.009
582.122
582.237
582.343
582.456
582.563
582.664
582.774
582.889
582.993
583.112
583.214
583.32
583.438
583.55
583.65
583.761
583.869
583.97
584.072
584.172
584.273
584.373
584.474
584.577
584.678
584.779
584.884
584.987
585.088
585.189
585.3
585.405
585.522
585.634
585.741
585.842
585.944
586.06
586.17
586.279
586.393
586.497
586.611
586.72
586.834
586.937
587.04
587.149
587.263
587.37
587.471
587.598
587.706
587.815
587.918
588.024
588.139
588.244
588.361
588.468
588.569
588.672
588.787
588.898
589.009
589.11
589.235
589.341
589.455
589.563
589.664
589.771
589.888
589.994
590.108
590.216
590.332
590.443
590.551
590.669
590.775
590.889
590.994
591.097
591.201
591.301
591.402
591.502
591.602
591.703
591.806
591.912
592.021
592.126
592.234
592.339
592.445
592.547
592.65
592.763
592.867
592.987
593.092
593.206
593.314
593.433
593.539
593.653
593.763
593.871
593.986
594.097
594.207
594.321
594.422
594.523
594.632
594.75
594.861
594.966
595.081
595.189
595.291
595.395
595.507
595.618
595.73
595.84
595.954
596.062
596.175
596.276
596.38
596.493
596.605
596.713
596.832
596.937
597.049
597.161
597.269
597.369
597.478
597.589
597.695
597.807
597.917
598.019
598.131
598.252
598.354
598.46
598.571
598.683
598.794
598.904
599.004
599.105
599.205
599.306
599.406
599.507
599.607
599.708
599.813
599.915
600.015
600.117
600.218
600.331
600.442
600.542
600.649
