DoF;Unit;Mean_Absolute_Error;RMSE;Max_Absolute_Error;N_Samples;Window_Start_Sec;Window_End_Sec
longitudinal;mm;0.16426109911510656;0.2275176456901636;0.6217640472194699;85;91.6855;100.8085
lateral;mm;0.025262558454494783;0.04784555230729513;0.1;85;91.6855;100.8085
vertical;mm;0.06282585655974879;0.07988159822436433;0.20000000000000007;85;91.6855;100.8085
roll;deg;0.01956400077625466;0.04088897674590314;0.09739920790113012;85;91.6855;100.8085
pitch;deg;0.05006891781724328;0.0611152162981649;0.1297273532733918;85;91.6855;100.8085
yaw;deg;0.09356194655989454;0.1858370452055463;0.4850155528247252;85;91.6855;100.8085
